iter_b,action_b,payoff_b,selection_method_b
3972,0,5,greedy
3973,0,0,greedy
3974,0,5,greedy
3975,0,0,greedy
3976,0,5,greedy
3977,0,0,greedy
3978,0,5,greedy
3979,0,0,greedy
3980,0,5,greedy
3981,0,0,greedy
3982,0,5,greedy
3983,0,0,greedy
3984,0,5,greedy
3985,0,0,greedy
3986,0,5,greedy
3987,0,0,greedy
3988,0,5,greedy
3989,0,0,greedy
3990,0,5,greedy
3991,0,0,greedy
3992,0,5,random
3993,0,0,greedy
3994,0,5,greedy
3995,0,5,greedy
3996,0,0,greedy
3997,0,0,greedy
3998,0,5,random
3999,0,0,greedy
4000,0,5,greedy
4001,0,0,greedy
4002,0,5,greedy
4003,0,0,greedy
4004,0,5,greedy
4005,0,0,greedy
4006,0,5,greedy
4007,0,0,greedy
4008,0,5,greedy
4009,0,0,greedy
4010,0,5,greedy
4011,0,0,greedy
4012,0,5,greedy
4013,0,0,greedy
4014,0,5,greedy
4015,0,0,greedy
4016,1,3,random
4017,0,5,greedy
4018,0,5,greedy
4019,0,0,greedy
4020,0,0,greedy
4021,0,5,random
4022,0,5,greedy
4023,0,0,greedy
4024,0,5,greedy
4025,0,0,greedy
4026,0,5,greedy
4027,0,0,greedy
4028,0,5,greedy
4029,0,0,greedy
4030,0,5,greedy
4031,0,0,greedy
4032,0,5,greedy
4033,0,0,greedy
4034,0,5,greedy
4035,0,0,greedy
4036,0,5,greedy
4037,0,5,greedy
4038,0,0,random
4039,0,0,greedy
4040,0,5,greedy
4041,0,0,greedy
4042,0,5,greedy
4043,0,0,greedy
4044,0,5,greedy
4045,0,0,greedy
4046,0,5,greedy
4047,0,0,greedy
4048,0,0,greedy
4049,0,5,greedy
4050,0,5,greedy
4051,0,0,greedy
4052,0,5,greedy
4053,0,0,greedy
4054,0,5,greedy
4055,0,0,greedy
4056,0,5,greedy
4057,0,0,greedy
4058,0,0,greedy
4059,0,5,greedy
4060,0,5,greedy
4061,0,0,greedy
4062,0,5,greedy
4063,0,0,random
4064,0,5,greedy
4065,0,5,greedy
4066,0,0,greedy
4067,1,0,random
4068,0,0,greedy
4069,0,0,random
4070,0,5,greedy
4071,0,5,greedy
4072,0,0,greedy
4073,0,0,greedy
4074,0,0,greedy
4075,0,0,greedy
4076,0,5,greedy
4077,0,0,greedy
4078,0,5,greedy
4079,0,0,greedy
4080,0,5,greedy
4081,0,0,greedy
4082,0,5,greedy
4083,0,0,greedy
4084,1,3,random
4085,0,5,greedy
4086,0,5,greedy
4087,0,5,greedy
4088,1,0,random
4089,0,0,greedy
4090,0,5,greedy
4091,0,0,greedy
4092,0,0,greedy
4093,1,3,random
4094,1,3,random
4095,0,5,greedy
4096,0,5,greedy
4097,0,5,greedy
4098,0,0,greedy
4099,0,5,greedy
4100,0,0,greedy
4101,0,5,greedy
4102,0,0,greedy
4103,0,0,greedy
4104,0,5,greedy
4105,0,5,greedy
4106,0,0,greedy
4107,0,5,greedy
4108,1,0,random
4109,0,0,greedy
4110,0,0,greedy
4111,0,0,greedy
4112,0,0,greedy
4113,0,0,greedy
4114,0,0,greedy
4115,0,5,greedy
4116,0,0,greedy
4117,0,5,greedy
4118,0,0,greedy
4119,0,5,random
4120,1,0,random
4121,0,0,greedy
4122,0,0,greedy
4123,0,0,greedy
4124,0,0,greedy
4125,0,0,greedy
4126,0,5,greedy
4127,0,0,greedy
4128,0,5,greedy
4129,0,0,greedy
4130,0,0,greedy
4131,0,5,greedy
4132,0,5,greedy
4133,0,0,greedy
4134,0,5,random
4135,0,0,greedy
4136,0,5,greedy
4137,0,0,greedy
4138,0,5,greedy
4139,0,0,greedy
4140,0,5,greedy
4141,0,0,greedy
4142,0,5,greedy
4143,0,0,greedy
4144,0,5,greedy
4145,0,0,greedy
4146,0,5,greedy
4147,0,0,greedy
4148,0,5,greedy
4149,0,0,greedy
4150,0,5,greedy
4151,0,0,greedy
4152,0,5,greedy
4153,0,0,greedy
4154,0,5,greedy
4155,0,0,greedy
4156,0,5,greedy
4157,0,0,greedy
4158,0,5,greedy
4159,0,0,greedy
4160,0,5,greedy
4161,0,0,greedy
4162,0,5,greedy
4163,0,5,greedy
4164,0,0,random
4165,0,0,greedy
4166,0,5,greedy
4167,0,0,greedy
4168,0,5,greedy
4169,0,0,greedy
4170,0,5,greedy
4171,1,0,random
4172,0,0,greedy
4173,0,0,greedy
4174,0,0,greedy
4175,0,0,greedy
4176,0,0,greedy
4177,0,0,greedy
4178,0,5,greedy
4179,0,0,greedy
4180,0,5,greedy
4181,0,0,greedy
4182,0,5,random
4183,0,5,greedy
4184,0,5,greedy
4185,0,0,greedy
4186,0,0,greedy
4187,0,0,greedy
4188,0,5,greedy
4189,0,0,greedy
4190,1,0,random
4191,0,0,greedy
4192,0,0,greedy
4193,0,0,greedy
4194,0,0,greedy
4195,0,0,greedy
4196,0,0,greedy
4197,0,5,greedy
4198,0,0,greedy
4199,0,5,greedy
4200,1,0,random
4201,0,0,greedy
4202,0,0,greedy
4203,0,0,greedy
4204,0,0,greedy
4205,0,0,random
4206,0,0,greedy
4207,0,0,greedy
4208,0,5,greedy
4209,0,0,greedy
4210,0,5,greedy
4211,0,0,greedy
4212,0,5,greedy
4213,0,0,greedy
4214,0,5,greedy
4215,0,0,greedy
4216,0,5,greedy
4217,0,0,greedy
4218,0,5,greedy
4219,0,0,random
4220,0,0,greedy
4221,0,5,greedy
4222,0,5,random
4223,0,0,greedy
4224,0,5,greedy
4225,0,0,greedy
4226,0,5,greedy
4227,0,0,greedy
4228,1,3,random
4229,0,5,greedy
4230,0,5,greedy
4231,0,5,greedy
4232,0,5,greedy
4233,0,5,greedy
4234,0,0,greedy
4235,0,5,greedy
4236,0,0,greedy
4237,0,5,greedy
4238,0,0,greedy
4239,0,5,greedy
4240,0,0,greedy
4241,0,5,greedy
4242,0,0,greedy
4243,1,3,random
4244,0,5,greedy
4245,0,5,greedy
4246,0,0,greedy
4247,0,5,greedy
4248,0,5,greedy
4249,0,5,greedy
4250,0,0,greedy
4251,0,5,greedy
4252,0,0,greedy
4253,0,5,greedy
4254,0,0,greedy
4255,0,5,greedy
4256,0,0,greedy
4257,0,5,random
4258,0,0,greedy
4259,0,5,greedy
4260,0,0,greedy
4261,0,5,greedy
4262,0,0,greedy
4263,0,5,greedy
4264,0,0,greedy
4265,0,5,greedy
4266,0,0,greedy
4267,0,5,greedy
4268,0,0,greedy
4269,0,5,greedy
4270,0,0,greedy
4271,0,5,greedy
4272,0,0,greedy
4273,0,5,greedy
4274,0,0,random
4275,0,5,greedy
4276,0,0,greedy
4277,0,5,greedy
4278,0,0,greedy
4279,0,5,greedy
4280,0,0,greedy
4281,1,3,random
4282,0,5,greedy
4283,0,5,random
4284,0,5,greedy
4285,0,5,greedy
4286,0,5,greedy
4287,0,5,greedy
4288,0,0,greedy
4289,0,5,greedy
4290,0,0,greedy
4291,0,5,greedy
4292,0,0,greedy
4293,0,5,greedy
4294,0,0,greedy
4295,0,5,greedy
4296,0,0,greedy
4297,0,5,greedy
4298,0,0,greedy
4299,0,5,greedy
4300,0,0,greedy
4301,1,0,random
4302,0,0,greedy
4303,0,0,greedy
4304,1,0,random
4305,0,0,greedy
4306,1,0,random
4307,0,0,greedy
4308,0,0,greedy
4309,0,0,greedy
4310,0,0,greedy
4311,0,0,greedy
4312,0,0,greedy
4313,0,0,greedy
4314,0,0,greedy
4315,0,0,greedy
4316,1,0,random
4317,0,0,greedy
4318,0,0,greedy
4319,0,0,greedy
4320,0,0,greedy
4321,0,0,greedy
4322,0,0,greedy
4323,0,0,greedy
4324,0,0,greedy
4325,0,0,greedy
4326,0,0,greedy
4327,0,0,random
4328,0,0,greedy
4329,0,0,greedy
4330,0,0,greedy
4331,0,0,greedy
4332,0,0,greedy
4333,0,0,random
4334,0,0,greedy
4335,0,0,greedy
4336,1,0,greedy
4337,0,0,greedy
4338,1,0,greedy
4339,0,0,greedy
4340,1,0,greedy
4341,0,0,greedy
4342,1,0,greedy
4343,0,0,greedy
4344,1,0,greedy
4345,1,0,random
4346,0,0,greedy
4347,0,0,greedy
4348,1,0,greedy
4349,0,0,greedy
4350,1,0,greedy
4351,0,0,greedy
4352,0,0,random
4353,1,3,greedy
4354,1,0,greedy
4355,1,0,greedy
4356,1,0,greedy
4357,1,0,random
4358,1,0,random
4359,0,0,greedy
4360,0,0,greedy
4361,0,5,greedy
4362,0,0,greedy
4363,0,0,greedy
4364,0,0,greedy
4365,1,0,greedy
4366,0,0,greedy
4367,1,0,greedy
4368,0,0,greedy
4369,1,0,greedy
4370,0,0,greedy
4371,1,0,greedy
4372,0,0,greedy
4373,1,0,greedy
4374,1,0,random
4375,0,0,greedy
4376,0,0,greedy
4377,1,0,greedy
4378,0,0,greedy
4379,1,0,greedy
4380,0,0,random
4381,1,0,greedy
4382,1,0,random
4383,0,0,greedy
4384,0,0,greedy
4385,1,0,greedy
4386,1,0,random
4387,0,0,greedy
4388,0,0,greedy
4389,1,0,greedy
4390,0,0,greedy
4391,0,0,random
4392,1,0,greedy
4393,1,0,greedy
4394,0,0,greedy
4395,1,3,greedy
4396,1,0,greedy
4397,1,0,greedy
4398,0,0,greedy
4399,1,0,random
4400,0,5,greedy
4401,0,0,greedy
4402,0,0,greedy
4403,0,0,greedy
4404,0,5,greedy
4405,0,0,greedy
4406,0,0,greedy
4407,0,0,greedy
4408,1,0,greedy
4409,0,0,greedy
4410,1,0,greedy
4411,0,0,greedy
4412,1,0,greedy
4413,0,0,greedy
4414,1,0,greedy
4415,0,0,greedy
4416,1,0,greedy
4417,0,0,greedy
4418,1,0,greedy
4419,0,0,greedy
4420,1,0,greedy
4421,0,0,greedy
4422,1,0,greedy
4423,0,5,greedy
4424,0,0,random
4425,0,0,greedy
4426,0,0,greedy
4427,0,0,greedy
4428,1,0,greedy
4429,0,0,greedy
4430,0,0,random
4431,1,0,greedy
4432,1,0,greedy
4433,0,0,greedy
4434,1,0,greedy
4435,0,0,random
4436,1,3,greedy
4437,1,0,greedy
4438,1,0,greedy
4439,0,0,greedy
4440,1,3,greedy
4441,1,0,greedy
4442,1,0,greedy
4443,1,0,greedy
4444,0,0,greedy
4445,1,3,greedy
4446,1,0,greedy
4447,1,0,greedy
4448,0,0,greedy
4449,1,0,greedy
4450,0,0,greedy
4451,1,0,greedy
4452,0,0,greedy
4453,1,0,random
4454,0,0,greedy
4455,1,0,greedy
4456,0,0,greedy
4457,1,3,greedy
4458,1,0,greedy
4459,0,0,random
4460,1,0,greedy
4461,1,0,greedy
4462,1,0,random
4463,0,0,greedy
4464,1,0,greedy
4465,0,0,greedy
4466,1,0,random
4467,0,0,greedy
4468,1,0,greedy
4469,0,5,greedy
4470,0,0,greedy
4471,0,0,greedy
4472,0,0,greedy
4473,1,0,random
4474,0,0,greedy
4475,0,0,greedy
4476,0,0,greedy
4477,1,0,greedy
4478,0,0,greedy
4479,1,0,greedy
4480,0,0,greedy
4481,1,0,greedy
4482,0,0,greedy
4483,1,0,greedy
4484,0,0,greedy
4485,1,0,greedy
4486,0,0,greedy
4487,1,0,greedy
4488,0,0,greedy
4489,1,0,greedy
4490,0,0,greedy
4491,1,3,greedy
4492,1,0,greedy
4493,1,0,greedy
4494,1,0,greedy
4495,0,0,greedy
4496,1,0,random
4497,0,0,greedy
4498,1,0,greedy
4499,0,0,greedy
4500,1,0,greedy
4501,0,0,greedy
4502,1,0,greedy
4503,0,0,greedy
4504,1,0,greedy
4505,1,0,random
4506,0,0,greedy
4507,0,0,greedy
4508,1,0,greedy
4509,0,0,greedy
4510,1,0,greedy
4511,0,0,greedy
4512,1,0,greedy
4513,0,0,greedy
4514,1,0,greedy
4515,0,5,greedy
4516,0,0,greedy
4517,0,0,greedy
4518,0,0,greedy
4519,0,0,random
4520,0,0,random
4521,1,0,greedy
4522,0,5,greedy
4523,0,0,greedy
4524,0,0,greedy
4525,0,0,greedy
4526,0,0,greedy
4527,0,0,greedy
4528,0,0,greedy
4529,1,0,greedy
4530,0,0,greedy
4531,1,0,greedy
4532,0,0,greedy
4533,1,3,greedy
4534,1,0,greedy
4535,1,0,greedy
4536,1,0,greedy
4537,1,0,greedy
4538,0,0,greedy
4539,1,0,greedy
4540,0,0,greedy
4541,1,0,greedy
4542,0,0,greedy
4543,1,0,greedy
4544,0,0,greedy
4545,1,0,greedy
4546,0,0,greedy
4547,1,0,greedy
4548,0,0,random
4549,1,0,greedy
4550,0,0,greedy
4551,1,0,random
4552,0,0,greedy
4553,1,3,greedy
4554,1,0,greedy
4555,1,3,greedy
4556,1,0,greedy
4557,1,0,greedy
4558,1,0,greedy
4559,1,0,greedy
4560,1,0,greedy
4561,0,0,greedy
4562,1,0,greedy
4563,0,0,greedy
4564,1,0,greedy
4565,0,0,greedy
4566,1,0,greedy
4567,0,0,greedy
4568,1,0,greedy
4569,0,0,greedy
4570,1,0,greedy
4571,0,0,random
4572,1,0,greedy
4573,0,0,greedy
4574,1,0,greedy
4575,0,0,greedy
4576,1,0,greedy
4577,0,0,greedy
4578,1,0,greedy
4579,0,0,greedy
4580,1,0,greedy
4581,0,0,greedy
4582,1,3,greedy
4583,1,0,greedy
4584,1,0,greedy
4585,1,0,greedy
4586,1,0,greedy
4587,0,0,greedy
4588,1,0,greedy
4589,0,0,greedy
4590,1,0,greedy
4591,0,0,greedy
4592,0,0,random
4593,1,0,greedy
4594,0,5,random
4595,0,0,greedy
4596,0,0,greedy
4597,0,0,greedy
4598,1,0,random
4599,0,0,greedy
4600,0,0,greedy
4601,0,0,greedy
4602,0,0,greedy
4603,1,0,greedy
4604,0,0,greedy
4605,1,0,greedy
4606,0,5,greedy
4607,0,0,greedy
4608,0,0,greedy
4609,0,0,greedy
4610,0,0,greedy
4611,0,0,greedy
4612,0,0,random
4613,0,0,greedy
4614,1,0,greedy
4615,0,0,greedy
4616,1,0,greedy
4617,0,0,greedy
4618,0,0,random
4619,1,0,greedy
4620,1,0,greedy
4621,0,0,random
4622,1,0,greedy
4623,0,0,greedy
4624,1,0,greedy
4625,0,5,random
4626,0,0,greedy
4627,0,5,greedy
4628,0,0,greedy
4629,0,0,greedy
4630,0,0,greedy
4631,0,0,greedy
4632,0,0,greedy
4633,0,0,greedy
4634,0,0,greedy
4635,0,0,greedy
4636,0,0,greedy
4637,0,0,greedy
4638,0,0,greedy
4639,0,0,greedy
4640,0,0,greedy
4641,1,0,greedy
4642,0,0,greedy
4643,1,0,greedy
4644,0,0,greedy
4645,0,0,random
4646,1,3,greedy
4647,1,0,greedy
4648,1,0,greedy
4649,1,0,greedy
4650,1,3,greedy
4651,1,3,greedy
4652,1,0,greedy
4653,1,0,greedy
4654,1,0,greedy
4655,1,0,random
4656,1,0,greedy
4657,1,0,greedy
4658,1,0,greedy
4659,1,0,greedy
4660,1,0,greedy
4661,1,0,greedy
4662,0,0,greedy
4663,1,0,greedy
4664,0,0,greedy
4665,1,0,greedy
4666,0,0,greedy
4667,1,0,greedy
4668,0,0,greedy
4669,1,0,greedy
4670,0,0,greedy
4671,1,0,greedy
4672,0,0,greedy
4673,1,0,greedy
4674,0,0,greedy
4675,1,0,greedy
4676,0,0,greedy
4677,1,0,greedy
4678,0,0,greedy
4679,1,0,greedy
4680,0,0,greedy
4681,1,0,greedy
4682,0,0,random
4683,1,0,greedy
4684,0,0,greedy
4685,1,0,greedy
4686,0,0,greedy
4687,1,0,greedy
4688,0,0,random
4689,1,0,greedy
4690,0,0,greedy
4691,0,5,random
4692,0,0,random
4693,0,0,greedy
4694,0,0,greedy
4695,0,0,greedy
4696,0,0,greedy
4697,0,0,greedy
4698,0,0,greedy
4699,0,0,greedy
4700,1,0,greedy
4701,0,0,greedy
4702,1,0,greedy
4703,0,0,random
4704,1,0,greedy
4705,0,5,greedy
4706,0,0,greedy
4707,0,0,greedy
4708,0,0,greedy
4709,0,0,greedy
4710,0,5,greedy
4711,0,0,greedy
4712,0,0,greedy
4713,0,0,greedy
4714,0,0,greedy
4715,0,0,greedy
4716,0,0,greedy
4717,0,0,greedy
4718,0,0,greedy
4719,0,0,greedy
4720,0,0,greedy
4721,0,5,greedy
4722,0,0,random
4723,0,5,greedy
4724,0,0,greedy
4725,0,5,greedy
4726,0,5,greedy
4727,0,0,greedy
4728,0,0,greedy
4729,0,5,greedy
4730,0,0,greedy
4731,0,5,greedy
4732,1,0,random
4733,0,0,greedy
4734,0,0,greedy
4735,0,0,greedy
4736,0,5,greedy
4737,0,0,greedy
4738,0,5,greedy
4739,0,0,random
4740,0,5,greedy
4741,0,0,greedy
4742,0,5,greedy
4743,0,0,greedy
4744,1,3,random
4745,0,5,greedy
4746,0,5,greedy
4747,0,0,greedy
4748,0,5,greedy
4749,0,0,greedy
4750,0,5,greedy
4751,0,0,greedy
4752,0,5,greedy
4753,0,0,greedy
4754,0,5,greedy
4755,0,0,greedy
4756,0,5,greedy
4757,0,0,greedy
4758,0,5,greedy
4759,0,0,greedy
4760,0,5,greedy
4761,0,0,greedy
4762,0,5,greedy
4763,0,0,greedy
4764,0,5,greedy
4765,0,0,greedy
4766,0,5,greedy
4767,0,0,greedy
4768,0,5,greedy
4769,0,0,greedy
4770,0,5,random
4771,0,0,greedy
4772,0,5,greedy
4773,1,0,random
4774,0,5,greedy
4775,0,0,greedy
4776,0,0,greedy
4777,1,0,random
4778,0,0,greedy
4779,0,0,greedy
4780,0,0,greedy
4781,0,0,greedy
4782,0,5,greedy
4783,1,0,random
4784,0,0,greedy
4785,0,0,greedy
4786,0,0,greedy
4787,0,0,greedy
4788,0,5,greedy
4789,0,0,greedy
4790,0,5,random
4791,0,0,greedy
4792,0,5,greedy
4793,0,0,greedy
4794,0,5,greedy
4795,0,0,greedy
4796,0,5,greedy
4797,0,0,greedy
4798,0,5,greedy
4799,0,0,greedy
4800,0,5,greedy
4801,0,0,greedy
4802,0,5,greedy
4803,1,0,random
4804,0,0,greedy
4805,0,0,greedy
4806,0,0,greedy
4807,0,5,greedy
4808,0,0,greedy
4809,0,5,greedy
4810,0,0,random
4811,0,5,greedy
4812,0,0,greedy
4813,0,5,greedy
4814,0,0,greedy
4815,0,0,greedy
4816,0,5,greedy
4817,0,0,greedy
4818,0,5,greedy
4819,0,5,greedy
4820,0,0,greedy
4821,0,5,greedy
4822,0,0,random
4823,0,5,greedy
4824,0,0,greedy
4825,0,5,greedy
4826,0,0,greedy
4827,0,5,greedy
4828,0,0,greedy
4829,0,5,greedy
4830,0,0,greedy
4831,0,5,greedy
4832,1,0,random
4833,0,0,greedy
4834,0,0,greedy
4835,0,0,greedy
4836,0,0,greedy
4837,0,0,greedy
4838,0,5,greedy
4839,0,0,greedy
4840,0,5,greedy
4841,1,0,random
4842,0,0,greedy
4843,0,0,greedy
4844,0,0,greedy
4845,0,0,random
4846,0,5,greedy
4847,1,0,random
4848,0,0,greedy
4849,0,0,greedy
4850,0,0,greedy
4851,0,0,greedy
4852,0,5,greedy
4853,0,0,greedy
4854,0,5,greedy
4855,0,0,greedy
4856,0,5,greedy
4857,0,0,greedy
4858,0,0,greedy
4859,0,5,random
4860,0,5,greedy
4861,0,0,greedy
4862,1,3,random
4863,0,5,greedy
4864,0,5,greedy
4865,0,5,greedy
4866,0,0,greedy
4867,1,3,random
4868,0,5,greedy
4869,0,5,greedy
4870,0,0,greedy
4871,1,3,random
4872,0,5,greedy
4873,0,5,greedy
4874,0,5,greedy
4875,0,0,greedy
4876,0,5,greedy
4877,0,0,greedy
4878,0,5,greedy
4879,0,0,greedy
4880,0,5,greedy
4881,0,0,greedy
4882,0,0,greedy
4883,1,3,random
4884,0,5,greedy
4885,0,5,greedy
4886,0,5,greedy
4887,0,5,greedy
4888,0,0,greedy
4889,0,5,random
4890,0,0,greedy
4891,0,5,greedy
4892,0,0,greedy
4893,0,5,greedy
4894,0,0,greedy
4895,0,5,greedy
4896,0,0,greedy
4897,0,5,greedy
4898,0,0,greedy
4899,0,5,greedy
4900,0,0,greedy
4901,0,5,random
4902,0,0,greedy
4903,1,3,random
4904,0,5,greedy
4905,0,5,greedy
4906,0,5,greedy
4907,0,0,greedy
4908,1,3,random
4909,0,5,greedy
4910,0,5,greedy
4911,1,3,random
4912,0,5,greedy
4913,0,5,greedy
4914,0,5,greedy
4915,0,0,greedy
4916,0,5,greedy
4917,0,0,greedy
4918,1,0,random
4919,0,5,greedy
4920,0,0,greedy
4921,0,0,greedy
4922,0,0,greedy
4923,0,0,greedy
4924,0,0,greedy
4925,0,5,greedy
4926,0,0,greedy
4927,0,5,greedy
4928,0,0,greedy
4929,1,3,random
4930,0,5,greedy
4931,0,5,greedy
4932,0,5,greedy
4933,0,5,greedy
4934,0,0,greedy
4935,0,5,greedy
4936,0,0,greedy
4937,0,5,greedy
4938,0,0,greedy
4939,0,5,greedy
4940,0,0,greedy
4941,0,5,greedy
4942,0,0,greedy
4943,0,5,random
4944,0,0,greedy
4945,1,3,random
4946,0,5,greedy
4947,0,5,greedy
4948,0,5,greedy
4949,0,0,greedy
4950,0,5,greedy
4951,0,0,greedy
4952,0,5,greedy
4953,0,0,greedy
4954,1,0,random
4955,0,0,greedy
4956,0,0,greedy
4957,0,0,greedy
4958,0,5,greedy
4959,0,0,random
4960,0,0,random
4961,0,0,greedy
4962,0,5,greedy
4963,0,0,greedy
4964,0,5,greedy
4965,0,0,greedy
4966,0,5,greedy
4967,0,0,greedy
4968,0,5,greedy
4969,0,0,greedy
4970,0,5,greedy
4971,0,5,greedy
4972,1,0,random
4973,0,0,greedy
4974,0,0,random
4975,0,0,greedy
4976,0,0,greedy
4977,0,0,greedy
4978,0,0,greedy
4979,0,0,greedy
4980,0,5,greedy
4981,0,0,greedy
4982,0,5,greedy
4983,0,0,greedy
4984,0,5,greedy
4985,0,5,greedy
4986,1,0,random
4987,0,0,greedy
4988,0,0,greedy
4989,0,0,random
4990,0,0,greedy
4991,0,0,greedy
4992,0,0,greedy
4993,0,0,greedy
4994,0,0,greedy
4995,0,5,greedy
4996,0,0,greedy
4997,0,5,greedy
4998,0,0,greedy
4999,0,5,random
5000,0,0,greedy
5001,0,5,greedy
5002,0,0,greedy
5003,0,0,greedy
5004,0,5,greedy
5005,0,5,greedy
5006,0,0,greedy
5007,0,5,greedy
5008,0,0,greedy
5009,0,5,greedy
5010,0,0,random
5011,0,5,greedy
5012,0,0,greedy
5013,0,5,greedy
5014,0,0,greedy
5015,0,5,greedy
5016,0,0,greedy
5017,0,5,greedy
5018,0,0,greedy
5019,0,0,greedy
5020,0,5,greedy
5021,0,5,random
5022,0,5,greedy
5023,0,0,greedy
5024,0,0,greedy
5025,0,5,greedy
5026,0,0,greedy
5027,0,5,greedy
5028,0,0,greedy
5029,1,3,random
5030,0,5,greedy
5031,0,5,greedy
5032,0,5,greedy
5033,0,5,greedy
5034,0,5,greedy
5035,0,0,greedy
5036,0,5,greedy
5037,0,0,greedy
5038,1,3,random
5039,0,5,random
5040,0,5,greedy
5041,0,5,greedy
5042,0,0,greedy
5043,0,5,greedy
5044,0,5,greedy
5045,0,5,greedy
5046,0,0,greedy
5047,0,5,greedy
5048,0,0,greedy
5049,0,5,greedy
5050,0,0,greedy
5051,0,5,random
5052,0,0,greedy
5053,1,3,random
5054,0,5,greedy
5055,0,5,greedy
5056,0,5,greedy
5057,0,5,greedy
5058,0,5,greedy
5059,0,0,greedy
5060,0,5,greedy
5061,0,0,greedy
5062,0,5,random
5063,0,0,greedy
5064,0,5,greedy
5065,0,0,greedy
5066,0,5,greedy
5067,0,0,greedy
5068,0,5,greedy
5069,0,0,greedy
5070,0,5,greedy
5071,0,0,greedy
5072,0,5,greedy
5073,0,0,greedy
5074,0,5,greedy
5075,0,0,greedy
5076,0,5,greedy
5077,0,0,greedy
5078,0,5,greedy
5079,0,5,random
5080,0,0,greedy
5081,0,0,random
5082,0,5,greedy
5083,0,0,greedy
5084,0,5,greedy
5085,0,0,greedy
5086,0,5,greedy
5087,0,0,greedy
5088,0,5,greedy
5089,0,0,greedy
5090,0,5,greedy
5091,0,0,random
5092,0,5,random
5093,0,0,greedy
5094,0,0,greedy
5095,0,5,greedy
5096,1,3,random
5097,0,5,greedy
5098,0,5,greedy
5099,0,5,greedy
5100,0,5,greedy
5101,1,3,random
5102,0,5,greedy
5103,0,5,greedy
5104,0,5,greedy
5105,0,0,greedy
5106,0,5,greedy
5107,0,5,greedy
5108,0,5,greedy
5109,0,5,greedy
5110,0,5,greedy
5111,0,0,random
5112,1,3,random
5113,0,5,greedy
5114,0,5,greedy
5115,0,5,greedy
5116,0,5,greedy
5117,0,0,greedy
5118,0,5,greedy
5119,0,5,greedy
5120,0,5,greedy
5121,0,0,greedy
5122,0,5,greedy
5123,0,0,greedy
5124,0,5,greedy
5125,0,0,greedy
5126,0,5,greedy
5127,0,0,greedy
5128,1,3,random
5129,0,5,greedy
5130,0,5,greedy
5131,0,5,greedy
5132,0,5,greedy
5133,1,3,random
5134,0,5,greedy
5135,0,5,greedy
5136,1,3,random
5137,0,0,greedy
5138,0,5,greedy
5139,0,5,greedy
5140,1,3,random
5141,0,5,greedy
5142,0,5,greedy
5143,0,5,greedy
5144,0,5,greedy
5145,0,5,greedy
5146,0,5,greedy
5147,0,5,greedy
5148,0,5,greedy
5149,0,5,random
5150,0,5,greedy
5151,0,5,greedy
5152,0,5,greedy
5153,0,5,greedy
5154,0,5,greedy
5155,0,0,greedy
5156,0,0,random
5157,0,5,greedy
5158,0,5,greedy
5159,0,0,greedy
5160,0,5,greedy
5161,1,0,random
5162,0,0,greedy
5163,0,0,greedy
5164,0,0,greedy
5165,0,0,greedy
5166,0,0,greedy
5167,0,0,greedy
5168,0,5,greedy
5169,0,0,greedy
5170,0,0,greedy
5171,0,0,greedy
5172,0,5,greedy
5173,0,0,greedy
5174,0,0,greedy
5175,0,0,greedy
5176,0,5,greedy
5177,0,5,greedy
5178,1,0,random
5179,0,0,greedy
5180,0,0,greedy
5181,1,0,random
5182,0,0,greedy
5183,0,0,greedy
5184,0,0,greedy
5185,0,0,greedy
5186,0,0,greedy
5187,0,0,greedy
5188,0,0,greedy
5189,0,0,greedy
5190,0,0,greedy
5191,0,0,greedy
5192,0,0,greedy
5193,0,0,greedy
5194,0,0,greedy
5195,0,0,greedy
5196,1,0,greedy
5197,0,0,greedy
5198,1,0,greedy
5199,0,0,greedy
5200,1,0,greedy
5201,1,0,random
5202,0,0,greedy
5203,0,0,greedy
5204,1,0,greedy
5205,0,0,greedy
5206,1,0,greedy
5207,0,0,greedy
5208,1,3,greedy
5209,1,0,greedy
5210,1,0,random
5211,0,0,greedy
5212,0,0,greedy
5213,1,0,greedy
5214,0,0,greedy
5215,1,0,greedy
5216,0,0,greedy
5217,1,0,greedy
5218,0,0,greedy
5219,1,0,greedy
5220,0,0,random
5221,1,0,random
5222,0,5,greedy
5223,0,0,greedy
5224,0,0,greedy
5225,1,0,greedy
5226,0,0,greedy
5227,1,0,greedy
5228,0,0,greedy
5229,1,0,greedy
5230,0,0,greedy
5231,1,0,greedy
5232,0,0,greedy
5233,1,0,greedy
5234,0,0,greedy
5235,1,0,greedy
5236,0,0,greedy
5237,1,0,random
5238,0,0,greedy
5239,1,0,greedy
5240,0,0,random
5241,1,0,greedy
5242,0,0,greedy
5243,1,0,greedy
5244,0,0,greedy
5245,1,0,greedy
5246,0,0,greedy
5247,1,0,greedy
5248,0,0,greedy
5249,1,0,greedy
5250,1,0,random
5251,0,0,greedy
5252,0,0,greedy
5253,1,0,greedy
5254,0,0,greedy
5255,1,0,greedy
5256,0,0,greedy
5257,1,0,greedy
5258,0,0,greedy
5259,1,0,greedy
5260,0,0,greedy
5261,1,0,greedy
5262,0,0,greedy
5263,1,0,greedy
5264,0,0,greedy
5265,1,0,greedy
5266,0,0,greedy
5267,1,0,greedy
5268,0,0,greedy
