iter_b,zero_prob_b,one_prob_b
2623,0.05,0.95
2624,0.05,0.95
2625,0.05,0.95
2626,0.05,0.95
2627,0.05,0.95
2628,0.05,0.95
2629,0.05,0.95
2630,0.05,0.95
2631,0.05,0.95
2632,0.05,0.95
2633,0.05,0.95
2634,0.05,0.95
2635,0.05,0.95
2636,0.05,0.95
2637,0.05,0.95
2638,0.05,0.95
2639,0.05,0.95
2640,0.05,0.95
2641,0.05,0.95
2642,0.05,0.95
2643,0.05,0.95
2644,0.05,0.95
2645,0.05,0.95
2646,0.05,0.95
2647,0.05,0.95
2648,0.05,0.95
2649,0.05,0.95
2650,0.05,0.95
2651,0.05,0.95
2652,0.05,0.95
2653,0.05,0.95
2654,0.05,0.95
2655,0.05,0.95
2656,0.05,0.95
2657,0.05,0.95
2658,0.05,0.95
2659,0.05,0.95
2660,0.05,0.95
2661,0.05,0.95
2662,0.05,0.95
2663,0.05,0.95
2664,0.05,0.95
2665,0.05,0.95
2666,0.05,0.95
2667,0.05,0.95
2668,0.05,0.95
2669,0.05,0.95
2670,0.05,0.95
2671,0.05,0.95
2672,0.05,0.95
2673,0.05,0.95
2674,0.05,0.95
2675,0.05,0.95
2676,0.05,0.95
2677,0.05,0.95
2678,0.05,0.95
2679,0.05,0.95
2680,0.05,0.95
2681,0.05,0.95
2682,0.05,0.95
2683,0.05,0.95
2684,0.05,0.95
2685,0.05,0.95
2686,0.05,0.95
2687,0.05,0.95
2688,0.05,0.95
2689,0.05,0.95
2690,0.05,0.95
2691,0.05,0.95
2692,0.05,0.95
2693,0.05,0.95
2694,0.05,0.95
2695,0.05,0.95
2696,0.05,0.95
2697,0.05,0.95
2698,0.05,0.95
2699,0.05,0.95
2700,0.05,0.95
2701,0.05,0.95
2702,0.05,0.95
2703,0.05,0.95
2704,0.05,0.95
2705,0.05,0.95
2706,0.05,0.95
2707,0.05,0.95
2708,0.05,0.95
2709,0.05,0.95
2710,0.05,0.95
2711,0.05,0.95
2712,0.05,0.95
2713,0.05,0.95
2714,0.05,0.95
2715,0.05,0.95
2716,0.05,0.95
2717,0.05,0.95
2718,0.05,0.95
2719,0.05,0.95
2720,0.05,0.95
2721,0.05,0.95
2722,0.05,0.95
2723,0.05,0.95
2724,0.05,0.95
2725,0.05,0.95
2726,0.05,0.95
2727,0.05,0.95
2728,0.05,0.95
2729,0.05,0.95
2730,0.05,0.95
2731,0.05,0.95
2732,0.05,0.95
2733,0.05,0.95
2734,0.05,0.95
2735,0.05,0.95
2736,0.05,0.95
2737,0.05,0.95
2738,0.05,0.95
2739,0.05,0.95
2740,0.05,0.95
2741,0.05,0.95
2742,0.05,0.95
2743,0.05,0.95
2744,0.05,0.95
2745,0.05,0.95
2746,0.05,0.95
2747,0.05,0.95
2748,0.05,0.95
2749,0.05,0.95
2750,0.05,0.95
2751,0.05,0.95
2752,0.05,0.95
2753,0.05,0.95
2754,0.05,0.95
2755,0.05,0.95
2756,0.05,0.95
2757,0.05,0.95
2758,0.05,0.95
2759,0.05,0.95
2760,0.05,0.95
2761,0.05,0.95
2762,0.05,0.95
2763,0.05,0.95
2764,0.05,0.95
2765,0.05,0.95
2766,0.05,0.95
2767,0.05,0.95
2768,0.05,0.95
2769,0.05,0.95
2770,0.05,0.95
2771,0.05,0.95
2772,0.05,0.95
2773,0.05,0.95
2774,0.05,0.95
2775,0.05,0.95
2776,0.05,0.95
2777,0.05,0.95
2778,0.05,0.95
2779,0.05,0.95
2780,0.05,0.95
2781,0.05,0.95
2782,0.05,0.95
2783,0.05,0.95
2784,0.05,0.95
2785,0.05,0.95
2786,0.05,0.95
2787,0.05,0.95
2788,0.05,0.95
2789,0.05,0.95
2790,0.05,0.95
2791,0.05,0.95
2792,0.05,0.95
2793,0.05,0.95
2794,0.05,0.95
2795,0.05,0.95
2796,0.05,0.95
2797,0.05,0.95
2798,0.05,0.95
2799,0.05,0.95
2800,0.05,0.95
2801,0.05,0.95
2802,0.05,0.95
2803,0.05,0.95
2804,0.05,0.95
2805,0.05,0.95
2806,0.05,0.95
2807,0.05,0.95
2808,0.05,0.95
2809,0.05,0.95
2810,0.05,0.95
2811,0.05,0.95
2812,0.05,0.95
2813,0.05,0.95
2814,0.05,0.95
2815,0.05,0.95
2816,0.05,0.95
2817,0.05,0.95
2818,0.05,0.95
2819,0.05,0.95
2820,0.05,0.95
2821,0.05,0.95
2822,0.05,0.95
2823,0.05,0.95
2824,0.05,0.95
2825,0.05,0.95
2826,0.05,0.95
2827,0.05,0.95
2828,0.05,0.95
2829,0.05,0.95
2830,0.05,0.95
2831,0.05,0.95
2832,0.05,0.95
2833,0.05,0.95
2834,0.05,0.95
2835,0.05,0.95
2836,0.05,0.95
2837,0.05,0.95
2838,0.05,0.95
2839,0.05,0.95
2840,0.05,0.95
2841,0.05,0.95
2842,0.05,0.95
2843,0.05,0.95
2844,0.05,0.95
2845,0.05,0.95
2846,0.05,0.95
2847,0.05,0.95
2848,0.05,0.95
2849,0.05,0.95
2850,0.05,0.95
2851,0.05,0.95
2852,0.05,0.95
2853,0.05,0.95
2854,0.05,0.95
2855,0.05,0.95
2856,0.05,0.95
2857,0.05,0.95
2858,0.05,0.95
2859,0.05,0.95
2860,0.05,0.95
2861,0.05,0.95
2862,0.05,0.95
2863,0.05,0.95
2864,0.05,0.95
2865,0.05,0.95
2866,0.05,0.95
2867,0.05,0.95
2868,0.05,0.95
2869,0.05,0.95
2870,0.05,0.95
2871,0.05,0.95
2872,0.05,0.95
2873,0.05,0.95
2874,0.05,0.95
2875,0.05,0.95
2876,0.05,0.95
2877,0.05,0.95
2878,0.05,0.95
2879,0.05,0.95
2880,0.05,0.95
2881,0.05,0.95
2882,0.05,0.95
2883,0.05,0.95
2884,0.05,0.95
2885,0.05,0.95
2886,0.05,0.95
2887,0.05,0.95
2888,0.05,0.95
2889,0.05,0.95
2890,0.05,0.95
2891,0.05,0.95
2892,0.05,0.95
2893,0.05,0.95
2894,0.05,0.95
2895,0.05,0.95
2896,0.05,0.95
2897,0.05,0.95
2898,0.05,0.95
2899,0.05,0.95
2900,0.05,0.95
2901,0.05,0.95
2902,0.05,0.95
2903,0.05,0.95
2904,0.05,0.95
2905,0.05,0.95
2906,0.05,0.95
2907,0.05,0.95
2908,0.05,0.95
2909,0.05,0.95
2910,0.05,0.95
2911,0.05,0.95
2912,0.05,0.95
2913,0.05,0.95
2914,0.05,0.95
2915,0.05,0.95
2916,0.05,0.95
2917,0.05,0.95
2918,0.05,0.95
2919,0.05,0.95
2920,0.05,0.95
2921,0.05,0.95
2922,0.05,0.95
2923,0.05,0.95
2924,0.05,0.95
2925,0.05,0.95
2926,0.05,0.95
2927,0.05,0.95
2928,0.05,0.95
2929,0.05,0.95
2930,0.05,0.95
2931,0.05,0.95
2932,0.05,0.95
2933,0.05,0.95
2934,0.05,0.95
2935,0.05,0.95
2936,0.05,0.95
2937,0.05,0.95
2938,0.05,0.95
2939,0.05,0.95
2940,0.05,0.95
2941,0.05,0.95
2942,0.05,0.95
2943,0.05,0.95
2944,0.05,0.95
2945,0.05,0.95
2946,0.05,0.95
2947,0.05,0.95
2948,0.05,0.95
2949,0.05,0.95
2950,0.05,0.95
2951,0.05,0.95
2952,0.05,0.95
2953,0.05,0.95
2954,0.05,0.95
2955,0.05,0.95
2956,0.05,0.95
2957,0.05,0.95
2958,0.05,0.95
2959,0.05,0.95
2960,0.05,0.95
2961,0.05,0.95
2962,0.05,0.95
2963,0.05,0.95
2964,0.05,0.95
2965,0.05,0.95
2966,0.05,0.95
2967,0.05,0.95
2968,0.05,0.95
2969,0.05,0.95
2970,0.05,0.95
2971,0.05,0.95
2972,0.05,0.95
2973,0.05,0.95
2974,0.05,0.95
2975,0.05,0.95
2976,0.05,0.95
2977,0.05,0.95
2978,0.05,0.95
2979,0.05,0.95
2980,0.05,0.95
2981,0.05,0.95
2982,0.05,0.95
2983,0.05,0.95
2984,0.05,0.95
2985,0.05,0.95
2986,0.05,0.95
2987,0.05,0.95
2988,0.05,0.95
2989,0.05,0.95
2990,0.05,0.95
2991,0.05,0.95
2992,0.05,0.95
2993,0.05,0.95
2994,0.05,0.95
2995,0.05,0.95
2996,0.05,0.95
2997,0.05,0.95
2998,0.05,0.95
2999,0.05,0.95
3000,0.05,0.95
3001,0.05,0.95
3002,0.05,0.95
3003,0.05,0.95
3004,0.05,0.95
3005,0.05,0.95
3006,0.05,0.95
3007,0.05,0.95
3008,0.05,0.95
3009,0.05,0.95
3010,0.05,0.95
3011,0.05,0.95
3012,0.05,0.95
3013,0.05,0.95
3014,0.05,0.95
3015,0.05,0.95
3016,0.05,0.95
3017,0.05,0.95
3018,0.05,0.95
3019,0.05,0.95
3020,0.05,0.95
3021,0.05,0.95
3022,0.05,0.95
3023,0.05,0.95
3024,0.05,0.95
3025,0.05,0.95
3026,0.05,0.95
3027,0.05,0.95
3028,0.05,0.95
3029,0.05,0.95
3030,0.05,0.95
3031,0.05,0.95
3032,0.05,0.95
3033,0.05,0.95
3034,0.05,0.95
3035,0.05,0.95
3036,0.05,0.95
3037,0.05,0.95
3038,0.05,0.95
3039,0.05,0.95
3040,0.05,0.95
3041,0.05,0.95
3042,0.05,0.95
3043,0.05,0.95
3044,0.05,0.95
3045,0.05,0.95
3046,0.05,0.95
3047,0.05,0.95
3048,0.05,0.95
3049,0.05,0.95
3050,0.05,0.95
3051,0.05,0.95
3052,0.05,0.95
3053,0.05,0.95
3054,0.05,0.95
3055,0.05,0.95
3056,0.05,0.95
3057,0.05,0.95
3058,0.05,0.95
3059,0.05,0.95
3060,0.05,0.95
3061,0.05,0.95
3062,0.05,0.95
3063,0.05,0.95
3064,0.05,0.95
3065,0.05,0.95
3066,0.05,0.95
3067,0.05,0.95
3068,0.05,0.95
3069,0.05,0.95
3070,0.05,0.95
3071,0.05,0.95
3072,0.05,0.95
3073,0.05,0.95
3074,0.05,0.95
3075,0.05,0.95
3076,0.05,0.95
3077,0.05,0.95
3078,0.05,0.95
3079,0.05,0.95
3080,0.05,0.95
3081,0.05,0.95
3082,0.05,0.95
3083,0.05,0.95
3084,0.05,0.95
3085,0.05,0.95
3086,0.05,0.95
3087,0.05,0.95
3088,0.05,0.95
3089,0.05,0.95
3090,0.05,0.95
3091,0.05,0.95
3092,0.05,0.95
3093,0.05,0.95
3094,0.05,0.95
3095,0.05,0.95
3096,0.05,0.95
3097,0.05,0.95
3098,0.05,0.95
3099,0.05,0.95
3100,0.05,0.95
3101,0.05,0.95
3102,0.05,0.95
3103,0.05,0.95
3104,0.05,0.95
3105,0.05,0.95
3106,0.05,0.95
3107,0.05,0.95
3108,0.05,0.95
3109,0.05,0.95
3110,0.05,0.95
3111,0.05,0.95
3112,0.05,0.95
3113,0.05,0.95
3114,0.05,0.95
3115,0.05,0.95
3116,0.05,0.95
3117,0.05,0.95
3118,0.05,0.95
3119,0.05,0.95
3120,0.05,0.95
3121,0.05,0.95
3122,0.05,0.95
3123,0.05,0.95
3124,0.05,0.95
3125,0.05,0.95
3126,0.05,0.95
3127,0.05,0.95
3128,0.05,0.95
3129,0.05,0.95
3130,0.05,0.95
3131,0.05,0.95
3132,0.05,0.95
3133,0.05,0.95
3134,0.05,0.95
3135,0.05,0.95
3136,0.05,0.95
3137,0.05,0.95
3138,0.05,0.95
3139,0.05,0.95
3140,0.05,0.95
3141,0.05,0.95
3142,0.05,0.95
3143,0.05,0.95
3144,0.05,0.95
3145,0.05,0.95
3146,0.05,0.95
3147,0.05,0.95
3148,0.05,0.95
3149,0.05,0.95
3150,0.05,0.95
3151,0.05,0.95
3152,0.05,0.95
3153,0.05,0.95
3154,0.05,0.95
3155,0.05,0.95
3156,0.05,0.95
3157,0.05,0.95
3158,0.05,0.95
3159,0.05,0.95
3160,0.05,0.95
3161,0.05,0.95
3162,0.05,0.95
3163,0.05,0.95
3164,0.05,0.95
3165,0.05,0.95
3166,0.05,0.95
3167,0.05,0.95
3168,0.05,0.95
3169,0.05,0.95
3170,0.05,0.95
3171,0.05,0.95
3172,0.05,0.95
3173,0.05,0.95
3174,0.05,0.95
3175,0.05,0.95
3176,0.05,0.95
3177,0.05,0.95
3178,0.05,0.95
3179,0.05,0.95
3180,0.05,0.95
3181,0.05,0.95
3182,0.05,0.95
3183,0.05,0.95
3184,0.05,0.95
3185,0.05,0.95
3186,0.05,0.95
3187,0.05,0.95
3188,0.05,0.95
3189,0.05,0.95
3190,0.05,0.95
3191,0.05,0.95
3192,0.05,0.95
3193,0.05,0.95
3194,0.05,0.95
3195,0.05,0.95
3196,0.05,0.95
3197,0.05,0.95
3198,0.05,0.95
3199,0.05,0.95
3200,0.05,0.95
3201,0.05,0.95
3202,0.05,0.95
3203,0.05,0.95
3204,0.05,0.95
3205,0.05,0.95
3206,0.05,0.95
3207,0.05,0.95
3208,0.05,0.95
3209,0.05,0.95
3210,0.05,0.95
3211,0.05,0.95
3212,0.05,0.95
3213,0.05,0.95
3214,0.05,0.95
3215,0.05,0.95
3216,0.05,0.95
3217,0.05,0.95
3218,0.05,0.95
3219,0.05,0.95
3220,0.05,0.95
3221,0.05,0.95
3222,0.05,0.95
3223,0.05,0.95
3224,0.05,0.95
3225,0.05,0.95
3226,0.05,0.95
3227,0.05,0.95
3228,0.05,0.95
3229,0.05,0.95
3230,0.05,0.95
3231,0.05,0.95
3232,0.05,0.95
3233,0.05,0.95
3234,0.05,0.95
3235,0.05,0.95
3236,0.05,0.95
3237,0.05,0.95
3238,0.05,0.95
3239,0.05,0.95
3240,0.05,0.95
3241,0.05,0.95
3242,0.05,0.95
3243,0.05,0.95
3244,0.05,0.95
3245,0.05,0.95
3246,0.05,0.95
3247,0.05,0.95
3248,0.05,0.95
3249,0.05,0.95
3250,0.05,0.95
3251,0.05,0.95
3252,0.05,0.95
3253,0.05,0.95
3254,0.05,0.95
3255,0.05,0.95
3256,0.05,0.95
3257,0.05,0.95
3258,0.05,0.95
3259,0.05,0.95
3260,0.05,0.95
3261,0.05,0.95
3262,0.05,0.95
3263,0.05,0.95
3264,0.05,0.95
3265,0.05,0.95
3266,0.05,0.95
3267,0.05,0.95
3268,0.05,0.95
3269,0.05,0.95
3270,0.05,0.95
3271,0.05,0.95
3272,0.05,0.95
3273,0.05,0.95
3274,0.05,0.95
3275,0.05,0.95
3276,0.05,0.95
3277,0.05,0.95
3278,0.05,0.95
3279,0.05,0.95
3280,0.05,0.95
3281,0.05,0.95
3282,0.05,0.95
3283,0.05,0.95
3284,0.05,0.95
3285,0.05,0.95
3286,0.05,0.95
3287,0.05,0.95
3288,0.05,0.95
3289,0.05,0.95
3290,0.05,0.95
3291,0.05,0.95
3292,0.05,0.95
3293,0.05,0.95
3294,0.05,0.95
3295,0.05,0.95
3296,0.05,0.95
3297,0.05,0.95
3298,0.05,0.95
3299,0.05,0.95
3300,0.05,0.95
3301,0.05,0.95
3302,0.05,0.95
3303,0.05,0.95
3304,0.05,0.95
3305,0.05,0.95
3306,0.05,0.95
3307,0.05,0.95
3308,0.05,0.95
3309,0.05,0.95
3310,0.05,0.95
3311,0.05,0.95
3312,0.05,0.95
3313,0.05,0.95
3314,0.05,0.95
3315,0.05,0.95
3316,0.05,0.95
3317,0.05,0.95
3318,0.05,0.95
3319,0.05,0.95
3320,0.05,0.95
3321,0.05,0.95
3322,0.05,0.95
3323,0.05,0.95
3324,0.05,0.95
3325,0.05,0.95
3326,0.05,0.95
3327,0.05,0.95
3328,0.05,0.95
3329,0.05,0.95
3330,0.05,0.95
3331,0.05,0.95
3332,0.05,0.95
3333,0.05,0.95
3334,0.05,0.95
3335,0.05,0.95
3336,0.05,0.95
3337,0.05,0.95
3338,0.05,0.95
3339,0.05,0.95
3340,0.05,0.95
3341,0.05,0.95
3342,0.05,0.95
3343,0.05,0.95
3344,0.05,0.95
3345,0.05,0.95
3346,0.05,0.95
3347,0.05,0.95
3348,0.05,0.95
3349,0.05,0.95
3350,0.05,0.95
3351,0.05,0.95
3352,0.05,0.95
3353,0.05,0.95
3354,0.05,0.95
3355,0.05,0.95
3356,0.05,0.95
3357,0.05,0.95
3358,0.05,0.95
3359,0.05,0.95
3360,0.05,0.95
3361,0.05,0.95
3362,0.05,0.95
3363,0.05,0.95
3364,0.05,0.95
3365,0.05,0.95
3366,0.05,0.95
3367,0.05,0.95
3368,0.05,0.95
3369,0.05,0.95
3370,0.05,0.95
3371,0.05,0.95
3372,0.05,0.95
3373,0.05,0.95
3374,0.05,0.95
3375,0.05,0.95
3376,0.05,0.95
3377,0.05,0.95
3378,0.05,0.95
3379,0.05,0.95
3380,0.05,0.95
3381,0.05,0.95
3382,0.05,0.95
3383,0.05,0.95
3384,0.05,0.95
3385,0.05,0.95
3386,0.05,0.95
3387,0.05,0.95
3388,0.05,0.95
3389,0.05,0.95
3390,0.05,0.95
3391,0.05,0.95
3392,0.05,0.95
3393,0.05,0.95
3394,0.05,0.95
3395,0.05,0.95
3396,0.05,0.95
3397,0.05,0.95
3398,0.05,0.95
3399,0.05,0.95
3400,0.05,0.95
3401,0.05,0.95
3402,0.05,0.95
3403,0.05,0.95
3404,0.05,0.95
3405,0.05,0.95
3406,0.05,0.95
3407,0.05,0.95
3408,0.05,0.95
3409,0.05,0.95
3410,0.05,0.95
3411,0.05,0.95
3412,0.05,0.95
3413,0.05,0.95
3414,0.05,0.95
3415,0.05,0.95
3416,0.05,0.95
3417,0.05,0.95
3418,0.05,0.95
3419,0.05,0.95
3420,0.05,0.95
3421,0.05,0.95
3422,0.05,0.95
3423,0.05,0.95
3424,0.05,0.95
3425,0.05,0.95
3426,0.05,0.95
3427,0.05,0.95
3428,0.05,0.95
3429,0.05,0.95
3430,0.05,0.95
3431,0.05,0.95
3432,0.05,0.95
3433,0.05,0.95
3434,0.05,0.95
3435,0.05,0.95
3436,0.05,0.95
3437,0.05,0.95
3438,0.05,0.95
3439,0.05,0.95
3440,0.05,0.95
3441,0.05,0.95
3442,0.05,0.95
3443,0.05,0.95
3444,0.05,0.95
3445,0.05,0.95
3446,0.05,0.95
3447,0.05,0.95
3448,0.05,0.95
3449,0.05,0.95
3450,0.05,0.95
3451,0.05,0.95
3452,0.05,0.95
3453,0.05,0.95
3454,0.05,0.95
3455,0.05,0.95
3456,0.05,0.95
3457,0.05,0.95
3458,0.05,0.95
3459,0.05,0.95
3460,0.05,0.95
3461,0.05,0.95
3462,0.05,0.95
3463,0.05,0.95
3464,0.05,0.95
3465,0.05,0.95
3466,0.05,0.95
3467,0.05,0.95
3468,0.05,0.95
3469,0.05,0.95
3470,0.05,0.95
3471,0.05,0.95
3472,0.05,0.95
3473,0.05,0.95
3474,0.05,0.95
3475,0.05,0.95
3476,0.05,0.95
3477,0.05,0.95
3478,0.05,0.95
3479,0.05,0.95
3480,0.05,0.95
3481,0.05,0.95
3482,0.05,0.95
3483,0.05,0.95
3484,0.05,0.95
3485,0.05,0.95
3486,0.05,0.95
3487,0.05,0.95
3488,0.05,0.95
3489,0.05,0.95
3490,0.05,0.95
3491,0.05,0.95
3492,0.05,0.95
3493,0.05,0.95
3494,0.05,0.95
3495,0.05,0.95
3496,0.05,0.95
3497,0.05,0.95
3498,0.05,0.95
3499,0.05,0.95
3500,0.05,0.95
3501,0.05,0.95
3502,0.05,0.95
3503,0.05,0.95
3504,0.05,0.95
3505,0.05,0.95
3506,0.05,0.95
3507,0.05,0.95
3508,0.05,0.95
3509,0.05,0.95
3510,0.05,0.95
3511,0.05,0.95
3512,0.05,0.95
3513,0.05,0.95
3514,0.05,0.95
3515,0.05,0.95
3516,0.05,0.95
3517,0.05,0.95
3518,0.05,0.95
3519,0.05,0.95
3520,0.05,0.95
3521,0.05,0.95
3522,0.05,0.95
3523,0.05,0.95
3524,0.05,0.95
3525,0.05,0.95
3526,0.05,0.95
3527,0.05,0.95
3528,0.05,0.95
3529,0.05,0.95
3530,0.05,0.95
3531,0.05,0.95
3532,0.05,0.95
3533,0.05,0.95
3534,0.05,0.95
3535,0.05,0.95
3536,0.05,0.95
3537,0.05,0.95
3538,0.05,0.95
3539,0.05,0.95
3540,0.05,0.95
3541,0.05,0.95
3542,0.05,0.95
3543,0.05,0.95
3544,0.05,0.95
3545,0.05,0.95
3546,0.05,0.95
3547,0.05,0.95
3548,0.05,0.95
3549,0.05,0.95
3550,0.05,0.95
3551,0.05,0.95
3552,0.05,0.95
3553,0.05,0.95
3554,0.05,0.95
3555,0.05,0.95
3556,0.05,0.95
3557,0.05,0.95
3558,0.05,0.95
3559,0.05,0.95
3560,0.05,0.95
3561,0.05,0.95
3562,0.05,0.95
3563,0.05,0.95
3564,0.05,0.95
3565,0.05,0.95
3566,0.05,0.95
3567,0.05,0.95
3568,0.05,0.95
3569,0.05,0.95
3570,0.05,0.95
3571,0.05,0.95
3572,0.05,0.95
3573,0.05,0.95
3574,0.05,0.95
3575,0.05,0.95
3576,0.05,0.95
3577,0.05,0.95
3578,0.05,0.95
3579,0.05,0.95
3580,0.05,0.95
3581,0.05,0.95
3582,0.05,0.95
3583,0.05,0.95
3584,0.05,0.95
3585,0.05,0.95
3586,0.05,0.95
3587,0.05,0.95
3588,0.05,0.95
3589,0.05,0.95
3590,0.05,0.95
3591,0.05,0.95
3592,0.05,0.95
3593,0.05,0.95
3594,0.05,0.95
3595,0.05,0.95
3596,0.05,0.95
3597,0.05,0.95
3598,0.05,0.95
3599,0.05,0.95
3600,0.05,0.95
3601,0.05,0.95
3602,0.05,0.95
3603,0.05,0.95
3604,0.05,0.95
3605,0.05,0.95
3606,0.05,0.95
3607,0.05,0.95
3608,0.05,0.95
3609,0.05,0.95
3610,0.05,0.95
3611,0.05,0.95
3612,0.05,0.95
3613,0.05,0.95
3614,0.05,0.95
3615,0.05,0.95
3616,0.05,0.95
3617,0.05,0.95
3618,0.05,0.95
3619,0.05,0.95
3620,0.05,0.95
3621,0.05,0.95
3622,0.05,0.95
3623,0.05,0.95
3624,0.05,0.95
3625,0.05,0.95
3626,0.05,0.95
3627,0.05,0.95
3628,0.05,0.95
3629,0.05,0.95
3630,0.05,0.95
3631,0.05,0.95
3632,0.05,0.95
3633,0.05,0.95
3634,0.05,0.95
3635,0.05,0.95
3636,0.05,0.95
3637,0.05,0.95
3638,0.05,0.95
3639,0.05,0.95
3640,0.05,0.95
3641,0.05,0.95
3642,0.05,0.95
3643,0.05,0.95
3644,0.05,0.95
3645,0.05,0.95
3646,0.05,0.95
3647,0.05,0.95
3648,0.05,0.95
3649,0.05,0.95
3650,0.05,0.95
3651,0.05,0.95
3652,0.05,0.95
3653,0.05,0.95
3654,0.05,0.95
3655,0.05,0.95
3656,0.05,0.95
3657,0.05,0.95
3658,0.05,0.95
3659,0.05,0.95
3660,0.05,0.95
3661,0.05,0.95
3662,0.05,0.95
3663,0.05,0.95
3664,0.05,0.95
3665,0.05,0.95
3666,0.05,0.95
3667,0.05,0.95
3668,0.05,0.95
3669,0.05,0.95
3670,0.05,0.95
3671,0.05,0.95
3672,0.05,0.95
3673,0.05,0.95
3674,0.05,0.95
3675,0.05,0.95
3676,0.05,0.95
3677,0.05,0.95
3678,0.05,0.95
3679,0.05,0.95
3680,0.05,0.95
3681,0.05,0.95
3682,0.05,0.95
3683,0.05,0.95
3684,0.05,0.95
3685,0.05,0.95
3686,0.05,0.95
3687,0.05,0.95
3688,0.05,0.95
3689,0.05,0.95
3690,0.05,0.95
3691,0.05,0.95
3692,0.05,0.95
3693,0.05,0.95
3694,0.05,0.95
3695,0.05,0.95
3696,0.05,0.95
3697,0.05,0.95
3698,0.05,0.95
3699,0.05,0.95
3700,0.05,0.95
3701,0.05,0.95
3702,0.05,0.95
3703,0.05,0.95
3704,0.05,0.95
3705,0.05,0.95
3706,0.05,0.95
3707,0.05,0.95
3708,0.05,0.95
3709,0.05,0.95
3710,0.05,0.95
3711,0.05,0.95
3712,0.05,0.95
3713,0.05,0.95
3714,0.05,0.95
3715,0.05,0.95
3716,0.05,0.95
3717,0.05,0.95
3718,0.05,0.95
3719,0.05,0.95
3720,0.05,0.95
3721,0.05,0.95
3722,0.05,0.95
3723,0.05,0.95
3724,0.05,0.95
3725,0.05,0.95
3726,0.05,0.95
3727,0.05,0.95
3728,0.05,0.95
3729,0.05,0.95
3730,0.05,0.95
3731,0.05,0.95
3732,0.05,0.95
3733,0.05,0.95
3734,0.05,0.95
3735,0.05,0.95
3736,0.05,0.95
3737,0.05,0.95
3738,0.05,0.95
3739,0.05,0.95
3740,0.05,0.95
3741,0.05,0.95
3742,0.05,0.95
3743,0.05,0.95
3744,0.05,0.95
3745,0.05,0.95
3746,0.05,0.95
3747,0.05,0.95
3748,0.05,0.95
3749,0.05,0.95
3750,0.05,0.95
3751,0.05,0.95
3752,0.05,0.95
3753,0.05,0.95
3754,0.05,0.95
3755,0.05,0.95
3756,0.05,0.95
3757,0.05,0.95
3758,0.05,0.95
3759,0.05,0.95
3760,0.05,0.95
3761,0.05,0.95
3762,0.05,0.95
3763,0.05,0.95
3764,0.05,0.95
3765,0.05,0.95
3766,0.05,0.95
3767,0.05,0.95
3768,0.05,0.95
3769,0.05,0.95
3770,0.05,0.95
3771,0.05,0.95
3772,0.05,0.95
3773,0.05,0.95
3774,0.05,0.95
3775,0.05,0.95
3776,0.05,0.95
3777,0.05,0.95
3778,0.05,0.95
3779,0.05,0.95
3780,0.05,0.95
3781,0.05,0.95
3782,0.05,0.95
3783,0.05,0.95
3784,0.05,0.95
3785,0.05,0.95
3786,0.05,0.95
3787,0.05,0.95
3788,0.05,0.95
3789,0.05,0.95
3790,0.05,0.95
3791,0.05,0.95
3792,0.05,0.95
3793,0.05,0.95
3794,0.05,0.95
3795,0.05,0.95
3796,0.05,0.95
3797,0.05,0.95
3798,0.05,0.95
3799,0.05,0.95
3800,0.05,0.95
3801,0.05,0.95
3802,0.05,0.95
3803,0.05,0.95
3804,0.05,0.95
3805,0.05,0.95
3806,0.05,0.95
3807,0.05,0.95
3808,0.05,0.95
3809,0.05,0.95
3810,0.05,0.95
3811,0.05,0.95
3812,0.05,0.95
3813,0.05,0.95
3814,0.05,0.95
3815,0.05,0.95
3816,0.05,0.95
3817,0.05,0.95
3818,0.05,0.95
3819,0.05,0.95
3820,0.05,0.95
3821,0.05,0.95
3822,0.05,0.95
3823,0.05,0.95
3824,0.05,0.95
3825,0.05,0.95
3826,0.05,0.95
3827,0.05,0.95
3828,0.05,0.95
3829,0.05,0.95
3830,0.05,0.95
3831,0.05,0.95
3832,0.05,0.95
3833,0.05,0.95
3834,0.05,0.95
3835,0.05,0.95
3836,0.05,0.95
3837,0.05,0.95
3838,0.05,0.95
3839,0.05,0.95
3840,0.05,0.95
3841,0.05,0.95
3842,0.05,0.95
3843,0.05,0.95
3844,0.05,0.95
3845,0.05,0.95
3846,0.05,0.95
3847,0.05,0.95
3848,0.05,0.95
3849,0.05,0.95
3850,0.05,0.95
3851,0.05,0.95
3852,0.05,0.95
3853,0.05,0.95
3854,0.05,0.95
3855,0.05,0.95
3856,0.05,0.95
3857,0.05,0.95
3858,0.05,0.95
3859,0.05,0.95
3860,0.05,0.95
3861,0.05,0.95
3862,0.05,0.95
3863,0.05,0.95
3864,0.05,0.95
3865,0.05,0.95
3866,0.05,0.95
3867,0.05,0.95
3868,0.05,0.95
3869,0.05,0.95
3870,0.05,0.95
3871,0.05,0.95
3872,0.05,0.95
3873,0.05,0.95
3874,0.05,0.95
3875,0.05,0.95
3876,0.05,0.95
3877,0.05,0.95
3878,0.05,0.95
3879,0.05,0.95
3880,0.05,0.95
3881,0.05,0.95
3882,0.05,0.95
3883,0.05,0.95
3884,0.05,0.95
3885,0.05,0.95
3886,0.05,0.95
3887,0.05,0.95
3888,0.05,0.95
3889,0.05,0.95
3890,0.05,0.95
3891,0.05,0.95
3892,0.05,0.95
