iter_b,zero_prob_b,one_prob_b
7703,0.06,0.94
7704,0.06,0.94
7705,0.06,0.94
7706,0.06,0.94
7707,0.06,0.94
7708,0.06,0.94
7709,0.06,0.94
7710,0.06,0.94
7711,0.06,0.94
7712,0.06,0.94
7713,0.06,0.94
7714,0.06,0.94
7715,0.06,0.94
7716,0.06,0.94
7717,0.06,0.94
7718,0.06,0.94
7719,0.06,0.94
7720,0.06,0.94
7721,0.06,0.94
7722,0.06,0.94
7723,0.06,0.94
7724,0.06,0.94
7725,0.06,0.94
7726,0.06,0.94
7727,0.06,0.94
7728,0.06,0.94
7729,0.06,0.94
7730,0.06,0.94
7731,0.06,0.94
7732,0.06,0.94
7733,0.06,0.94
7734,0.06,0.94
7735,0.06,0.94
7736,0.06,0.94
7737,0.06,0.94
7738,0.06,0.94
7739,0.06,0.94
7740,0.06,0.94
7741,0.06,0.94
7742,0.06,0.94
7743,0.06,0.94
7744,0.06,0.94
7745,0.06,0.94
7746,0.06,0.94
7747,0.06,0.94
7748,0.06,0.94
7749,0.06,0.94
7750,0.06,0.94
7751,0.06,0.94
7752,0.06,0.94
7753,0.06,0.94
7754,0.06,0.94
7755,0.06,0.94
7756,0.06,0.94
7757,0.06,0.94
7758,0.06,0.94
7759,0.06,0.94
7760,0.06,0.94
7761,0.06,0.94
7762,0.06,0.94
7763,0.06,0.94
7764,0.06,0.94
7765,0.06,0.94
7766,0.06,0.94
7767,0.06,0.94
7768,0.06,0.94
7769,0.06,0.94
7770,0.06,0.94
7771,0.06,0.94
7772,0.06,0.94
7773,0.06,0.94
7774,0.06,0.94
7775,0.06,0.94
7776,0.06,0.94
7777,0.06,0.94
7778,0.06,0.94
7779,0.06,0.94
7780,0.06,0.94
7781,0.06,0.94
7782,0.06,0.94
7783,0.06,0.94
7784,0.06,0.94
7785,0.06,0.94
7786,0.06,0.94
7787,0.06,0.94
7788,0.06,0.94
7789,0.06,0.94
7790,0.06,0.94
7791,0.06,0.94
7792,0.06,0.94
7793,0.06,0.94
7794,0.06,0.94
7795,0.06,0.94
7796,0.06,0.94
7797,0.06,0.94
7798,0.06,0.94
7799,0.06,0.94
7800,0.06,0.94
7801,0.06,0.94
7802,0.06,0.94
7803,0.06,0.94
7804,0.06,0.94
7805,0.06,0.94
7806,0.06,0.94
7807,0.06,0.94
7808,0.06,0.94
7809,0.06,0.94
7810,0.06,0.94
7811,0.06,0.94
7812,0.06,0.94
7813,0.06,0.94
7814,0.06,0.94
7815,0.06,0.94
7816,0.06,0.94
7817,0.06,0.94
7818,0.06,0.94
7819,0.06,0.94
7820,0.06,0.94
7821,0.06,0.94
7822,0.06,0.94
7823,0.06,0.94
7824,0.06,0.94
7825,0.06,0.94
7826,0.06,0.94
7827,0.06,0.94
7828,0.06,0.94
7829,0.06,0.94
7830,0.06,0.94
7831,0.06,0.94
7832,0.06,0.94
7833,0.06,0.94
7834,0.06,0.94
7835,0.06,0.94
7836,0.06,0.94
7837,0.06,0.94
7838,0.06,0.94
7839,0.06,0.94
7840,0.06,0.94
7841,0.06,0.94
7842,0.06,0.94
7843,0.06,0.94
7844,0.06,0.94
7845,0.06,0.94
7846,0.06,0.94
7847,0.06,0.94
7848,0.06,0.94
7849,0.06,0.94
7850,0.06,0.94
7851,0.06,0.94
7852,0.06,0.94
7853,0.06,0.94
7854,0.06,0.94
7855,0.06,0.94
7856,0.06,0.94
7857,0.06,0.94
7858,0.06,0.94
7859,0.06,0.94
7860,0.06,0.94
7861,0.06,0.94
7862,0.06,0.94
7863,0.06,0.94
7864,0.06,0.94
7865,0.06,0.94
7866,0.06,0.94
7867,0.06,0.94
7868,0.06,0.94
7869,0.06,0.94
7870,0.06,0.94
7871,0.06,0.94
7872,0.06,0.94
7873,0.06,0.94
7874,0.06,0.94
7875,0.06,0.94
7876,0.06,0.94
7877,0.06,0.94
7878,0.06,0.94
7879,0.06,0.94
7880,0.06,0.94
7881,0.06,0.94
7882,0.06,0.94
7883,0.06,0.94
7884,0.06,0.94
7885,0.06,0.94
7886,0.06,0.94
7887,0.06,0.94
7888,0.06,0.94
7889,0.06,0.94
7890,0.06,0.94
7891,0.06,0.94
7892,0.06,0.94
7893,0.06,0.94
7894,0.06,0.94
7895,0.06,0.94
7896,0.06,0.94
7897,0.06,0.94
7898,0.06,0.94
7899,0.06,0.94
7900,0.06,0.94
7901,0.06,0.94
7902,0.06,0.94
7903,0.06,0.94
7904,0.06,0.94
7905,0.06,0.94
7906,0.06,0.94
7907,0.06,0.94
7908,0.06,0.94
7909,0.06,0.94
7910,0.06,0.94
7911,0.06,0.94
7912,0.06,0.94
7913,0.06,0.94
7914,0.06,0.94
7915,0.06,0.94
7916,0.06,0.94
7917,0.06,0.94
7918,0.06,0.94
7919,0.06,0.94
7920,0.06,0.94
7921,0.06,0.94
7922,0.06,0.94
7923,0.06,0.94
7924,0.06,0.94
7925,0.06,0.94
7926,0.06,0.94
7927,0.06,0.94
7928,0.06,0.94
7929,0.06,0.94
7930,0.06,0.94
7931,0.06,0.94
7932,0.06,0.94
7933,0.06,0.94
7934,0.06,0.94
7935,0.06,0.94
7936,0.06,0.94
7937,0.06,0.94
7938,0.06,0.94
7939,0.06,0.94
7940,0.06,0.94
7941,0.06,0.94
7942,0.06,0.94
7943,0.06,0.94
7944,0.06,0.94
7945,0.06,0.94
7946,0.06,0.94
7947,0.06,0.94
7948,0.06,0.94
7949,0.06,0.94
7950,0.06,0.94
7951,0.06,0.94
7952,0.06,0.94
7953,0.06,0.94
7954,0.06,0.94
7955,0.06,0.94
7956,0.06,0.94
7957,0.06,0.94
7958,0.06,0.94
7959,0.06,0.94
7960,0.06,0.94
7961,0.06,0.94
7962,0.06,0.94
7963,0.06,0.94
7964,0.06,0.94
7965,0.06,0.94
7966,0.06,0.94
7967,0.06,0.94
7968,0.06,0.94
7969,0.06,0.94
7970,0.06,0.94
7971,0.06,0.94
7972,0.06,0.94
7973,0.06,0.94
7974,0.06,0.94
7975,0.06,0.94
7976,0.06,0.94
7977,0.06,0.94
7978,0.06,0.94
7979,0.06,0.94
7980,0.06,0.94
7981,0.06,0.94
7982,0.06,0.94
7983,0.06,0.94
7984,0.06,0.94
7985,0.06,0.94
7986,0.06,0.94
7987,0.06,0.94
7988,0.06,0.94
7989,0.06,0.94
7990,0.06,0.94
7991,0.06,0.94
7992,0.06,0.94
7993,0.06,0.94
7994,0.06,0.94
7995,0.06,0.94
7996,0.06,0.94
7997,0.06,0.94
7998,0.06,0.94
7999,0.06,0.94
8000,0.06,0.94
8001,0.06,0.94
8002,0.06,0.94
8003,0.06,0.94
8004,0.06,0.94
8005,0.06,0.94
8006,0.06,0.94
8007,0.06,0.94
8008,0.06,0.94
8009,0.06,0.94
8010,0.06,0.94
8011,0.06,0.94
8012,0.06,0.94
8013,0.06,0.94
8014,0.06,0.94
8015,0.06,0.94
8016,0.06,0.94
8017,0.06,0.94
8018,0.06,0.94
8019,0.06,0.94
8020,0.06,0.94
8021,0.06,0.94
8022,0.06,0.94
8023,0.06,0.94
8024,0.06,0.94
8025,0.06,0.94
8026,0.06,0.94
8027,0.06,0.94
8028,0.06,0.94
8029,0.06,0.94
8030,0.06,0.94
8031,0.06,0.94
8032,0.06,0.94
8033,0.06,0.94
8034,0.06,0.94
8035,0.06,0.94
8036,0.06,0.94
8037,0.06,0.94
8038,0.06,0.94
8039,0.06,0.94
8040,0.06,0.94
8041,0.06,0.94
8042,0.06,0.94
8043,0.06,0.94
8044,0.06,0.94
8045,0.06,0.94
8046,0.06,0.94
8047,0.06,0.94
8048,0.06,0.94
8049,0.06,0.94
8050,0.06,0.94
8051,0.06,0.94
8052,0.06,0.94
8053,0.06,0.94
8054,0.06,0.94
8055,0.06,0.94
8056,0.06,0.94
8057,0.06,0.94
8058,0.06,0.94
8059,0.06,0.94
8060,0.06,0.94
8061,0.06,0.94
8062,0.06,0.94
8063,0.06,0.94
8064,0.06,0.94
8065,0.06,0.94
8066,0.06,0.94
8067,0.06,0.94
8068,0.06,0.94
8069,0.06,0.94
8070,0.06,0.94
8071,0.06,0.94
8072,0.06,0.94
8073,0.06,0.94
8074,0.06,0.94
8075,0.06,0.94
8076,0.06,0.94
8077,0.06,0.94
8078,0.06,0.94
8079,0.06,0.94
8080,0.06,0.94
8081,0.06,0.94
8082,0.06,0.94
8083,0.06,0.94
8084,0.06,0.94
8085,0.06,0.94
8086,0.06,0.94
8087,0.06,0.94
8088,0.06,0.94
8089,0.06,0.94
8090,0.06,0.94
8091,0.06,0.94
8092,0.06,0.94
8093,0.06,0.94
8094,0.06,0.94
8095,0.06,0.94
8096,0.06,0.94
8097,0.06,0.94
8098,0.06,0.94
8099,0.06,0.94
8100,0.06,0.94
8101,0.06,0.94
8102,0.06,0.94
8103,0.06,0.94
8104,0.06,0.94
8105,0.06,0.94
8106,0.06,0.94
8107,0.06,0.94
8108,0.06,0.94
8109,0.06,0.94
8110,0.06,0.94
8111,0.06,0.94
8112,0.06,0.94
8113,0.06,0.94
8114,0.06,0.94
8115,0.06,0.94
8116,0.06,0.94
8117,0.06,0.94
8118,0.06,0.94
8119,0.06,0.94
8120,0.06,0.94
8121,0.06,0.94
8122,0.06,0.94
8123,0.06,0.94
8124,0.06,0.94
8125,0.06,0.94
8126,0.06,0.94
8127,0.06,0.94
8128,0.06,0.94
8129,0.06,0.94
8130,0.06,0.94
8131,0.06,0.94
8132,0.06,0.94
8133,0.06,0.94
8134,0.06,0.94
8135,0.06,0.94
8136,0.06,0.94
8137,0.06,0.94
8138,0.06,0.94
8139,0.06,0.94
8140,0.06,0.94
8141,0.06,0.94
8142,0.06,0.94
8143,0.06,0.94
8144,0.06,0.94
8145,0.06,0.94
8146,0.06,0.94
8147,0.06,0.94
8148,0.06,0.94
8149,0.06,0.94
8150,0.06,0.94
8151,0.06,0.94
8152,0.06,0.94
8153,0.06,0.94
8154,0.06,0.94
8155,0.06,0.94
8156,0.06,0.94
8157,0.06,0.94
8158,0.06,0.94
8159,0.06,0.94
8160,0.06,0.94
8161,0.06,0.94
8162,0.06,0.94
8163,0.06,0.94
8164,0.06,0.94
8165,0.06,0.94
8166,0.06,0.94
8167,0.06,0.94
8168,0.06,0.94
8169,0.06,0.94
8170,0.06,0.94
8171,0.06,0.94
8172,0.06,0.94
8173,0.06,0.94
8174,0.06,0.94
8175,0.06,0.94
8176,0.06,0.94
8177,0.06,0.94
8178,0.06,0.94
8179,0.06,0.94
8180,0.06,0.94
8181,0.06,0.94
8182,0.06,0.94
8183,0.06,0.94
8184,0.06,0.94
8185,0.06,0.94
8186,0.06,0.94
8187,0.06,0.94
8188,0.06,0.94
8189,0.06,0.94
8190,0.06,0.94
8191,0.06,0.94
8192,0.06,0.94
8193,0.06,0.94
8194,0.06,0.94
8195,0.06,0.94
8196,0.06,0.94
8197,0.06,0.94
8198,0.06,0.94
8199,0.06,0.94
8200,0.06,0.94
8201,0.06,0.94
8202,0.06,0.94
8203,0.06,0.94
8204,0.06,0.94
8205,0.06,0.94
8206,0.06,0.94
8207,0.06,0.94
8208,0.06,0.94
8209,0.06,0.94
8210,0.06,0.94
8211,0.06,0.94
8212,0.06,0.94
8213,0.06,0.94
8214,0.06,0.94
8215,0.06,0.94
8216,0.06,0.94
8217,0.06,0.94
8218,0.06,0.94
8219,0.06,0.94
8220,0.06,0.94
8221,0.06,0.94
8222,0.06,0.94
8223,0.06,0.94
8224,0.06,0.94
8225,0.06,0.94
8226,0.06,0.94
8227,0.06,0.94
8228,0.06,0.94
8229,0.06,0.94
8230,0.06,0.94
8231,0.06,0.94
8232,0.06,0.94
8233,0.06,0.94
8234,0.06,0.94
8235,0.06,0.94
8236,0.06,0.94
8237,0.06,0.94
8238,0.06,0.94
8239,0.06,0.94
8240,0.06,0.94
8241,0.06,0.94
8242,0.06,0.94
8243,0.06,0.94
8244,0.06,0.94
8245,0.06,0.94
8246,0.06,0.94
8247,0.06,0.94
8248,0.06,0.94
8249,0.06,0.94
8250,0.06,0.94
8251,0.06,0.94
8252,0.06,0.94
8253,0.06,0.94
8254,0.06,0.94
8255,0.06,0.94
8256,0.06,0.94
8257,0.06,0.94
8258,0.06,0.94
8259,0.06,0.94
8260,0.06,0.94
8261,0.06,0.94
8262,0.06,0.94
8263,0.06,0.94
8264,0.06,0.94
8265,0.06,0.94
8266,0.06,0.94
8267,0.06,0.94
8268,0.06,0.94
8269,0.06,0.94
8270,0.06,0.94
8271,0.06,0.94
8272,0.06,0.94
8273,0.06,0.94
8274,0.06,0.94
8275,0.06,0.94
8276,0.06,0.94
8277,0.06,0.94
8278,0.06,0.94
8279,0.06,0.94
8280,0.06,0.94
8281,0.06,0.94
8282,0.06,0.94
8283,0.06,0.94
8284,0.06,0.94
8285,0.06,0.94
8286,0.06,0.94
8287,0.06,0.94
8288,0.06,0.94
8289,0.06,0.94
8290,0.06,0.94
8291,0.06,0.94
8292,0.06,0.94
8293,0.06,0.94
8294,0.06,0.94
8295,0.06,0.94
8296,0.06,0.94
8297,0.06,0.94
8298,0.06,0.94
8299,0.06,0.94
8300,0.06,0.94
8301,0.06,0.94
8302,0.06,0.94
8303,0.06,0.94
8304,0.06,0.94
8305,0.06,0.94
8306,0.06,0.94
8307,0.06,0.94
8308,0.06,0.94
8309,0.06,0.94
8310,0.06,0.94
8311,0.06,0.94
8312,0.06,0.94
8313,0.06,0.94
8314,0.06,0.94
8315,0.06,0.94
8316,0.06,0.94
8317,0.06,0.94
8318,0.06,0.94
8319,0.06,0.94
8320,0.06,0.94
8321,0.06,0.94
8322,0.06,0.94
8323,0.06,0.94
8324,0.06,0.94
8325,0.06,0.94
8326,0.06,0.94
8327,0.06,0.94
8328,0.06,0.94
8329,0.06,0.94
8330,0.06,0.94
8331,0.06,0.94
8332,0.06,0.94
8333,0.06,0.94
8334,0.06,0.94
8335,0.06,0.94
8336,0.06,0.94
8337,0.06,0.94
8338,0.06,0.94
8339,0.06,0.94
8340,0.06,0.94
8341,0.06,0.94
8342,0.06,0.94
8343,0.06,0.94
8344,0.06,0.94
8345,0.06,0.94
8346,0.06,0.94
8347,0.06,0.94
8348,0.06,0.94
8349,0.06,0.94
8350,0.06,0.94
8351,0.06,0.94
8352,0.06,0.94
8353,0.06,0.94
8354,0.06,0.94
8355,0.06,0.94
8356,0.06,0.94
8357,0.06,0.94
8358,0.06,0.94
8359,0.06,0.94
8360,0.06,0.94
8361,0.06,0.94
8362,0.06,0.94
8363,0.06,0.94
8364,0.06,0.94
8365,0.06,0.94
8366,0.06,0.94
8367,0.06,0.94
8368,0.06,0.94
8369,0.06,0.94
8370,0.06,0.94
8371,0.06,0.94
8372,0.06,0.94
8373,0.06,0.94
8374,0.06,0.94
8375,0.06,0.94
8376,0.06,0.94
8377,0.06,0.94
8378,0.06,0.94
8379,0.06,0.94
8380,0.06,0.94
8381,0.06,0.94
8382,0.06,0.94
8383,0.06,0.94
8384,0.06,0.94
8385,0.06,0.94
8386,0.06,0.94
8387,0.06,0.94
8388,0.06,0.94
8389,0.06,0.94
8390,0.06,0.94
8391,0.06,0.94
8392,0.06,0.94
8393,0.06,0.94
8394,0.06,0.94
8395,0.06,0.94
8396,0.06,0.94
8397,0.06,0.94
8398,0.06,0.94
8399,0.06,0.94
8400,0.06,0.94
8401,0.06,0.94
8402,0.06,0.94
8403,0.06,0.94
8404,0.06,0.94
8405,0.06,0.94
8406,0.06,0.94
8407,0.06,0.94
8408,0.06,0.94
8409,0.06,0.94
8410,0.06,0.94
8411,0.06,0.94
8412,0.06,0.94
8413,0.06,0.94
8414,0.06,0.94
8415,0.06,0.94
8416,0.06,0.94
8417,0.06,0.94
8418,0.06,0.94
8419,0.06,0.94
8420,0.06,0.94
8421,0.06,0.94
8422,0.06,0.94
8423,0.06,0.94
8424,0.06,0.94
8425,0.06,0.94
8426,0.06,0.94
8427,0.06,0.94
8428,0.06,0.94
8429,0.06,0.94
8430,0.06,0.94
8431,0.06,0.94
8432,0.06,0.94
8433,0.06,0.94
8434,0.06,0.94
8435,0.06,0.94
8436,0.06,0.94
8437,0.06,0.94
8438,0.06,0.94
8439,0.06,0.94
8440,0.06,0.94
8441,0.06,0.94
8442,0.06,0.94
8443,0.06,0.94
8444,0.06,0.94
8445,0.06,0.94
8446,0.06,0.94
8447,0.06,0.94
8448,0.06,0.94
8449,0.06,0.94
8450,0.06,0.94
8451,0.06,0.94
8452,0.06,0.94
8453,0.06,0.94
8454,0.06,0.94
8455,0.06,0.94
8456,0.06,0.94
8457,0.06,0.94
8458,0.06,0.94
8459,0.06,0.94
8460,0.06,0.94
8461,0.06,0.94
8462,0.06,0.94
8463,0.06,0.94
8464,0.06,0.94
8465,0.06,0.94
8466,0.06,0.94
8467,0.06,0.94
8468,0.06,0.94
8469,0.06,0.94
8470,0.06,0.94
8471,0.06,0.94
8472,0.06,0.94
8473,0.06,0.94
8474,0.06,0.94
8475,0.06,0.94
8476,0.06,0.94
8477,0.06,0.94
8478,0.06,0.94
8479,0.06,0.94
8480,0.06,0.94
8481,0.06,0.94
8482,0.06,0.94
8483,0.06,0.94
8484,0.06,0.94
8485,0.06,0.94
8486,0.06,0.94
8487,0.06,0.94
8488,0.06,0.94
8489,0.06,0.94
8490,0.06,0.94
8491,0.06,0.94
8492,0.06,0.94
8493,0.06,0.94
8494,0.06,0.94
8495,0.06,0.94
8496,0.06,0.94
8497,0.06,0.94
8498,0.06,0.94
8499,0.06,0.94
8500,0.06,0.94
8501,0.06,0.94
8502,0.06,0.94
8503,0.06,0.94
8504,0.06,0.94
8505,0.06,0.94
8506,0.06,0.94
8507,0.06,0.94
8508,0.06,0.94
8509,0.06,0.94
8510,0.06,0.94
8511,0.06,0.94
8512,0.06,0.94
8513,0.06,0.94
8514,0.06,0.94
8515,0.06,0.94
8516,0.06,0.94
8517,0.06,0.94
8518,0.06,0.94
8519,0.06,0.94
8520,0.06,0.94
8521,0.06,0.94
8522,0.06,0.94
8523,0.06,0.94
8524,0.06,0.94
8525,0.06,0.94
8526,0.06,0.94
8527,0.06,0.94
8528,0.06,0.94
8529,0.06,0.94
8530,0.06,0.94
8531,0.06,0.94
8532,0.06,0.94
8533,0.06,0.94
8534,0.06,0.94
8535,0.06,0.94
8536,0.06,0.94
8537,0.06,0.94
8538,0.06,0.94
8539,0.06,0.94
8540,0.06,0.94
8541,0.06,0.94
8542,0.06,0.94
8543,0.06,0.94
8544,0.06,0.94
8545,0.06,0.94
8546,0.06,0.94
8547,0.06,0.94
8548,0.06,0.94
8549,0.06,0.94
8550,0.06,0.94
8551,0.06,0.94
8552,0.06,0.94
8553,0.06,0.94
8554,0.06,0.94
8555,0.06,0.94
8556,0.06,0.94
8557,0.06,0.94
8558,0.06,0.94
8559,0.06,0.94
8560,0.06,0.94
8561,0.06,0.94
8562,0.06,0.94
8563,0.06,0.94
8564,0.06,0.94
8565,0.06,0.94
8566,0.06,0.94
8567,0.06,0.94
8568,0.06,0.94
8569,0.06,0.94
8570,0.06,0.94
8571,0.06,0.94
8572,0.06,0.94
8573,0.06,0.94
8574,0.06,0.94
8575,0.06,0.94
8576,0.06,0.94
8577,0.06,0.94
8578,0.06,0.94
8579,0.06,0.94
8580,0.06,0.94
8581,0.06,0.94
8582,0.06,0.94
8583,0.06,0.94
8584,0.06,0.94
8585,0.06,0.94
8586,0.06,0.94
8587,0.06,0.94
8588,0.06,0.94
8589,0.06,0.94
8590,0.06,0.94
8591,0.06,0.94
8592,0.06,0.94
8593,0.06,0.94
8594,0.06,0.94
8595,0.06,0.94
8596,0.06,0.94
8597,0.06,0.94
8598,0.06,0.94
8599,0.06,0.94
8600,0.06,0.94
8601,0.06,0.94
8602,0.06,0.94
8603,0.06,0.94
8604,0.06,0.94
8605,0.06,0.94
8606,0.06,0.94
8607,0.06,0.94
8608,0.06,0.94
8609,0.06,0.94
8610,0.06,0.94
8611,0.06,0.94
8612,0.06,0.94
8613,0.06,0.94
8614,0.06,0.94
8615,0.06,0.94
8616,0.06,0.94
8617,0.06,0.94
8618,0.06,0.94
8619,0.06,0.94
8620,0.06,0.94
8621,0.06,0.94
8622,0.06,0.94
8623,0.06,0.94
8624,0.06,0.94
8625,0.06,0.94
8626,0.06,0.94
8627,0.06,0.94
8628,0.06,0.94
8629,0.06,0.94
8630,0.06,0.94
8631,0.06,0.94
8632,0.06,0.94
8633,0.06,0.94
8634,0.06,0.94
8635,0.06,0.94
8636,0.06,0.94
8637,0.06,0.94
8638,0.06,0.94
8639,0.06,0.94
8640,0.06,0.94
8641,0.06,0.94
8642,0.06,0.94
8643,0.06,0.94
8644,0.06,0.94
8645,0.06,0.94
8646,0.06,0.94
8647,0.06,0.94
8648,0.06,0.94
8649,0.06,0.94
8650,0.06,0.94
8651,0.06,0.94
8652,0.06,0.94
8653,0.06,0.94
8654,0.06,0.94
8655,0.06,0.94
8656,0.06,0.94
8657,0.06,0.94
8658,0.06,0.94
8659,0.06,0.94
8660,0.06,0.94
8661,0.06,0.94
8662,0.06,0.94
8663,0.06,0.94
8664,0.06,0.94
8665,0.06,0.94
8666,0.06,0.94
8667,0.06,0.94
8668,0.06,0.94
8669,0.06,0.94
8670,0.06,0.94
8671,0.06,0.94
8672,0.06,0.94
8673,0.06,0.94
8674,0.06,0.94
8675,0.06,0.94
8676,0.06,0.94
8677,0.06,0.94
8678,0.06,0.94
8679,0.06,0.94
8680,0.06,0.94
8681,0.06,0.94
8682,0.06,0.94
8683,0.06,0.94
8684,0.06,0.94
8685,0.06,0.94
8686,0.06,0.94
8687,0.06,0.94
8688,0.06,0.94
8689,0.06,0.94
8690,0.06,0.94
8691,0.06,0.94
8692,0.06,0.94
8693,0.06,0.94
8694,0.06,0.94
8695,0.06,0.94
8696,0.06,0.94
8697,0.06,0.94
8698,0.06,0.94
8699,0.06,0.94
8700,0.06,0.94
8701,0.06,0.94
8702,0.06,0.94
8703,0.06,0.94
8704,0.06,0.94
8705,0.06,0.94
8706,0.06,0.94
8707,0.06,0.94
8708,0.06,0.94
8709,0.06,0.94
8710,0.06,0.94
8711,0.06,0.94
8712,0.06,0.94
8713,0.06,0.94
8714,0.06,0.94
8715,0.06,0.94
8716,0.06,0.94
8717,0.06,0.94
8718,0.06,0.94
8719,0.06,0.94
8720,0.06,0.94
8721,0.06,0.94
8722,0.06,0.94
8723,0.06,0.94
8724,0.06,0.94
8725,0.06,0.94
8726,0.06,0.94
8727,0.06,0.94
8728,0.06,0.94
8729,0.06,0.94
8730,0.06,0.94
8731,0.06,0.94
8732,0.06,0.94
8733,0.06,0.94
8734,0.06,0.94
8735,0.06,0.94
8736,0.06,0.94
8737,0.06,0.94
8738,0.06,0.94
8739,0.06,0.94
8740,0.06,0.94
8741,0.06,0.94
8742,0.06,0.94
8743,0.06,0.94
8744,0.06,0.94
8745,0.06,0.94
8746,0.06,0.94
8747,0.06,0.94
8748,0.06,0.94
8749,0.06,0.94
8750,0.06,0.94
8751,0.06,0.94
8752,0.06,0.94
8753,0.06,0.94
8754,0.06,0.94
8755,0.06,0.94
8756,0.06,0.94
8757,0.06,0.94
8758,0.06,0.94
8759,0.06,0.94
8760,0.06,0.94
8761,0.06,0.94
8762,0.06,0.94
8763,0.06,0.94
8764,0.06,0.94
8765,0.06,0.94
8766,0.06,0.94
8767,0.06,0.94
8768,0.06,0.94
8769,0.06,0.94
8770,0.06,0.94
8771,0.06,0.94
8772,0.06,0.94
8773,0.06,0.94
8774,0.06,0.94
8775,0.06,0.94
8776,0.06,0.94
8777,0.06,0.94
8778,0.06,0.94
8779,0.06,0.94
8780,0.06,0.94
8781,0.06,0.94
8782,0.06,0.94
8783,0.06,0.94
8784,0.06,0.94
8785,0.06,0.94
8786,0.06,0.94
8787,0.06,0.94
8788,0.06,0.94
8789,0.06,0.94
8790,0.06,0.94
8791,0.06,0.94
8792,0.06,0.94
8793,0.06,0.94
8794,0.06,0.94
8795,0.06,0.94
8796,0.06,0.94
8797,0.06,0.94
8798,0.06,0.94
8799,0.06,0.94
8800,0.06,0.94
8801,0.06,0.94
8802,0.06,0.94
8803,0.06,0.94
8804,0.06,0.94
8805,0.06,0.94
8806,0.06,0.94
8807,0.06,0.94
8808,0.06,0.94
8809,0.06,0.94
8810,0.06,0.94
8811,0.06,0.94
8812,0.06,0.94
8813,0.06,0.94
8814,0.06,0.94
8815,0.06,0.94
8816,0.06,0.94
8817,0.06,0.94
8818,0.06,0.94
8819,0.06,0.94
8820,0.06,0.94
8821,0.06,0.94
8822,0.06,0.94
8823,0.06,0.94
8824,0.06,0.94
8825,0.06,0.94
8826,0.06,0.94
8827,0.06,0.94
8828,0.06,0.94
8829,0.06,0.94
8830,0.06,0.94
8831,0.06,0.94
8832,0.06,0.94
8833,0.06,0.94
8834,0.06,0.94
8835,0.06,0.94
8836,0.06,0.94
8837,0.06,0.94
8838,0.06,0.94
8839,0.06,0.94
8840,0.06,0.94
8841,0.06,0.94
8842,0.06,0.94
8843,0.06,0.94
8844,0.06,0.94
8845,0.06,0.94
8846,0.06,0.94
8847,0.06,0.94
8848,0.06,0.94
8849,0.06,0.94
8850,0.06,0.94
8851,0.06,0.94
8852,0.06,0.94
8853,0.06,0.94
8854,0.06,0.94
8855,0.06,0.94
8856,0.06,0.94
8857,0.06,0.94
8858,0.06,0.94
8859,0.06,0.94
8860,0.06,0.94
8861,0.06,0.94
8862,0.06,0.94
8863,0.06,0.94
8864,0.06,0.94
8865,0.06,0.94
8866,0.06,0.94
8867,0.06,0.94
8868,0.06,0.94
8869,0.06,0.94
8870,0.06,0.94
8871,0.06,0.94
8872,0.06,0.94
8873,0.06,0.94
8874,0.06,0.94
8875,0.06,0.94
8876,0.06,0.94
8877,0.06,0.94
8878,0.06,0.94
8879,0.06,0.94
8880,0.06,0.94
8881,0.06,0.94
8882,0.06,0.94
8883,0.06,0.94
8884,0.06,0.94
8885,0.06,0.94
8886,0.06,0.94
8887,0.06,0.94
8888,0.06,0.94
8889,0.06,0.94
8890,0.06,0.94
8891,0.06,0.94
8892,0.06,0.94
8893,0.06,0.94
8894,0.06,0.94
8895,0.06,0.94
8896,0.06,0.94
8897,0.06,0.94
8898,0.06,0.94
8899,0.06,0.94
8900,0.06,0.94
8901,0.06,0.94
8902,0.06,0.94
8903,0.06,0.94
8904,0.06,0.94
8905,0.06,0.94
8906,0.06,0.94
8907,0.06,0.94
8908,0.06,0.94
8909,0.06,0.94
8910,0.06,0.94
8911,0.06,0.94
8912,0.06,0.94
8913,0.06,0.94
8914,0.06,0.94
8915,0.06,0.94
8916,0.06,0.94
8917,0.06,0.94
8918,0.06,0.94
8919,0.06,0.94
8920,0.06,0.94
8921,0.06,0.94
8922,0.06,0.94
8923,0.06,0.94
8924,0.06,0.94
8925,0.06,0.94
8926,0.06,0.94
8927,0.06,0.94
8928,0.06,0.94
8929,0.06,0.94
8930,0.06,0.94
8931,0.06,0.94
8932,0.06,0.94
8933,0.06,0.94
8934,0.06,0.94
8935,0.06,0.94
8936,0.06,0.94
8937,0.06,0.94
8938,0.06,0.94
8939,0.06,0.94
8940,0.06,0.94
8941,0.06,0.94
8942,0.06,0.94
8943,0.06,0.94
8944,0.06,0.94
8945,0.06,0.94
8946,0.06,0.94
8947,0.06,0.94
8948,0.06,0.94
8949,0.06,0.94
8950,0.06,0.94
8951,0.06,0.94
8952,0.06,0.94
8953,0.06,0.94
8954,0.06,0.94
8955,0.06,0.94
8956,0.06,0.94
8957,0.06,0.94
8958,0.06,0.94
8959,0.06,0.94
8960,0.06,0.94
8961,0.06,0.94
8962,0.06,0.94
8963,0.06,0.94
8964,0.06,0.94
8965,0.06,0.94
8966,0.06,0.94
8967,0.06,0.94
8968,0.06,0.94
8969,0.06,0.94
8970,0.06,0.94
8971,0.06,0.94
8972,0.06,0.94
